gmina_name;date;firmy_all
Ogrodzieniec;2016-01-01;936
Opoczno;2016-01-01;2435
Paradyż;2016-01-01;224
Pilica;2016-01-01;640
Piotrków Trybunalski;2016-01-01;7506
Poświętne;2016-01-01;191
Promna;2016-01-01;402
Przedbórz;2016-01-01;586
Przysucha;2016-01-01;974
Radoszyce;2016-01-01;
Radzanów;2016-01-01;179
Ręczno;2016-01-01;207
Rokiciny;2016-01-01;455
Rozprza;2016-01-01;567
Ruda Maleniecka;2016-01-01;167
Rusinów;2016-01-01;257
Rzeczyca;2016-01-01;230
Sadkowice;2016-01-01;204
Secemin;2016-01-01;252
Sławno;2016-01-01;337
Słupia;2016-01-01;181
Słupia Konecka;2016-01-01;196
Smyków;2016-01-01;272
Stąporków;2016-01-01;1224
Stromiec;2016-01-01;364
Sulejów;2016-01-01;1334
Szczekociny;2016-01-01;703
Tomaszów Mazowiecki miasto;2016-01-01;5375
Tomaszów Mazowiecki wiejski;2016-01-01;945
Tuszyn;2016-01-01;1510
Ujazd;2016-01-01;612
Warka;2016-01-01;1574
Wielgomłyny;2016-01-01;252
Włodowice;2016-01-01;408
Włoszczowa;2016-01-01;1527
Wola Krzysztoporska;2016-01-01;669
Wolbórz;2016-01-01;555
Wolbrom;2016-01-01;2389
Wyśmierzyce;2016-01-01;195
Zagnańsk;2016-01-01;1073
Zawiercie;2016-01-01;4940
Żarnowiec;2016-01-01;293
Żarnów;2016-01-01;309
Żytno;2016-01-01;222
Aleksandrów;2017-01-01;229
Andrespol;2017-01-01;1536
Belsk Duży;2017-01-01;481
Będków;2017-01-01;202
Białaczów;2017-01-01;222
Białobrzegi;2017-01-01;1252
Bliżyn;2017-01-01;568
Błędów;2017-01-01;547
Brójce;2017-01-01;652
Budziszewice;2017-01-01;191
Charsznica;2017-01-01;510
Czarnocin;2017-01-01;336
Czerniewice;2017-01-01;320
Drzewica;2017-01-01;576
Fałków;2017-01-01;192
Gielniów;2017-01-01;275
Głowaczów;2017-01-01;384
Gorzkowice;2017-01-01;451
Goszczyn;2017-01-01;183
Gowarczów;2017-01-01;305
Grabica;2017-01-01;490
Grabów nad Pilicą;2017-01-01;191
Inowłódz;2017-01-01;297
Irządze;2017-01-01;141
Kluczewsko;2017-01-01;396
Klwów;2017-01-01;161
Kobiele Wielkie;2017-01-01;351
Kodrąb;2017-01-01;285
Koluszki;2017-01-01;2132
Koniecpol;2017-01-01;655
Końskie;2017-01-01;3621
Kozłów;2017-01-01;251
Krasocin;2017-01-01;1067
Kroczyce;2017-01-01;433
Lelów;2017-01-01;316
Lubochnia;2017-01-01;519
Łęki Szlacheckie;2017-01-01;162
Łopuszno;2017-01-01;669
Magnuszew;2017-01-01;347
Masłowice;2017-01-01;205
Mniów;2017-01-01;591
Mniszków;2017-01-01;277
Mogielnica;2017-01-01;537
Moskorzew;2017-01-01;158
Moszczenica;2017-01-01;790
Niegowa;2017-01-01;472
Nowe Miasto nad Pilicą;2017-01-01;566
Nowosolna;2017-01-01;701
Odrzywół;2017-01-01;268
Ogrodzieniec;2017-01-01;918
Opoczno;2017-01-01;2441
Paradyż;2017-01-01;228
Pilica;2017-01-01;658
Piotrków Trybunalski;2017-01-01;7531
Poświętne;2017-01-01;184
Promna;2017-01-01;399
Przedbórz;2017-01-01;580
Przysucha;2017-01-01;958
Radoszyce;2017-01-01;
Radzanów;2017-01-01;183
Ręczno;2017-01-01;202
Rokiciny;2017-01-01;467
Rozprza;2017-01-01;571
Ruda Maleniecka;2017-01-01;167
Rusinów;2017-01-01;264
Rzeczyca;2017-01-01;235
Sadkowice;2017-01-01;211
Secemin;2017-01-01;240
Sławno;2017-01-01;349
Słupia;2017-01-01;177
Słupia Konecka;2017-01-01;189
Smyków;2017-01-01;284
Stąporków;2017-01-01;1225
Stromiec;2017-01-01;369
Sulejów;2017-01-01;1350
Szczekociny;2017-01-01;692
Tomaszów Mazowiecki miasto;2017-01-01;5389
Tomaszów Mazowiecki wiejski;2017-01-01;976
Tuszyn;2017-01-01;1542
Ujazd;2017-01-01;624
Warka;2017-01-01;1629
Wielgomłyny;2017-01-01;268
Włodowice;2017-01-01;425
Włoszczowa;2017-01-01;1536
Wola Krzysztoporska;2017-01-01;674
Wolbórz;2017-01-01;559
Wolbrom;2017-01-01;2415
Wyśmierzyce;2017-01-01;192
Zagnańsk;2017-01-01;1082
Zawiercie;2017-01-01;4888
Żarnowiec;2017-01-01;290
Żarnów;2017-01-01;318
Żytno;2017-01-01;225
Aleksandrów;2018-01-01;240
Andrespol;2018-01-01;1591
Belsk Duży;2018-01-01;480
Będków;2018-01-01;220
Białaczów;2018-01-01;229
Białobrzegi;2018-01-01;1265
Bliżyn;2018-01-01;618
Błędów;2018-01-01;559
Brójce;2018-01-01;667
Budziszewice;2018-01-01;196
Charsznica;2018-01-01;522
Czarnocin;2018-01-01;353
Czerniewice;2018-01-01;341
Drzewica;2018-01-01;597
Fałków;2018-01-01;216
Gielniów;2018-01-01;274
Głowaczów;2018-01-01;393
Gorzkowice;2018-01-01;490
Goszczyn;2018-01-01;197
Gowarczów;2018-01-01;333
Grabica;2018-01-01;502
Grabów nad Pilicą;2018-01-01;218
Inowłódz;2018-01-01;320
Irządze;2018-01-01;157
Kluczewsko;2018-01-01;409
Klwów;2018-01-01;165
Kobiele Wielkie;2018-01-01;356
Kodrąb;2018-01-01;297
Koluszki;2018-01-01;2189
Koniecpol;2018-01-01;662
Końskie;2018-01-01;3645
Kozłów;2018-01-01;264
Krasocin;2018-01-01;1072
Kroczyce;2018-01-01;448
Lelów;2018-01-01;323
Lubochnia;2018-01-01;541
Łęki Szlacheckie;2018-01-01;164
Łopuszno;2018-01-01;721
Magnuszew;2018-01-01;387
Masłowice;2018-01-01;203
Mniów;2018-01-01;626
Mniszków;2018-01-01;295
Mogielnica;2018-01-01;534
Moskorzew;2018-01-01;159
Moszczenica;2018-01-01;847
Niegowa;2018-01-01;502
Nowe Miasto nad Pilicą;2018-01-01;565
Nowosolna;2018-01-01;746
Odrzywół;2018-01-01;274
Ogrodzieniec;2018-01-01;919
Opoczno;2018-01-01;2463
Paradyż;2018-01-01;238
Pilica;2018-01-01;668
Piotrków Trybunalski;2018-01-01;7490
Poświętne;2018-01-01;188
Promna;2018-01-01;421
Przedbórz;2018-01-01;591
Przysucha;2018-01-01;953
Radoszyce;2018-01-01;645
Radzanów;2018-01-01;185
Ręczno;2018-01-01;213
Rokiciny;2018-01-01;482
Rozprza;2018-01-01;609
Ruda Maleniecka;2018-01-01;175
Rusinów;2018-01-01;276
Rzeczyca;2018-01-01;241
Sadkowice;2018-01-01;227
Secemin;2018-01-01;253
Sławno;2018-01-01;358
Słupia;2018-01-01;189
Słupia Konecka;2018-01-01;195
Smyków;2018-01-01;320
Stąporków;2018-01-01;1244
Stromiec;2018-01-01;345
Sulejów;2018-01-01;1403
Szczekociny;2018-01-01;711
Tomaszów Mazowiecki miasto;2018-01-01;5396
Tomaszów Mazowiecki wiejski;2018-01-01;994
Tuszyn;2018-01-01;1575
Ujazd;2018-01-01;628
Warka;2018-01-01;1644
Wielgomłyny;2018-01-01;275
Włodowice;2018-01-01;446
Włoszczowa;2018-01-01;1556
Wola Krzysztoporska;2018-01-01;743
Wolbórz;2018-01-01;597
Wolbrom;2018-01-01;2483
Wyśmierzyce;2018-01-01;195
Zagnańsk;2018-01-01;1107
Zawiercie;2018-01-01;4864
Żarnowiec;2018-01-01;295
Żarnów;2018-01-01;324
Żytno;2018-01-01;235
Aleksandrów;2019-01-01;245
Andrespol;2019-01-01;1742
Belsk Duży;2019-01-01;505
Będków;2019-01-01;236
Białaczów;2019-01-01;255
Białobrzegi;2019-01-01;1282
Bliżyn;2019-01-01;612
Błędów;2019-01-01;569
Brójce;2019-01-01;719
Budziszewice;2019-01-01;201
Charsznica;2019-01-01;530
Czarnocin;2019-01-01;371
Czerniewice;2019-01-01;360
Drzewica;2019-01-01;622
Fałków;2019-01-01;227
Gielniów;2019-01-01;284
Głowaczów;2019-01-01;416
Gorzkowice;2019-01-01;506
Goszczyn;2019-01-01;197
Gowarczów;2019-01-01;346
Grabica;2019-01-01;528
Grabów nad Pilicą;2019-01-01;231
Inowłódz;2019-01-01;360
Irządze;2019-01-01;165
Kluczewsko;2019-01-01;423
Klwów;2019-01-01;176
Kobiele Wielkie;2019-01-01;374
Kodrąb;2019-01-01;323
Koluszki;2019-01-01;2194
Koniecpol;2019-01-01;695
Końskie;2019-01-01;3769
Kozłów;2019-01-01;272
Krasocin;2019-01-01;1071
Kroczyce;2019-01-01;460
Lelów;2019-01-01;326
Lubochnia;2019-01-01;562
Łęki Szlacheckie;2019-01-01;173
Łopuszno;2019-01-01;751
Magnuszew;2019-01-01;426
Masłowice;2019-01-01;219
Mniów;2019-01-01;617
Mniszków;2019-01-01;317
Mogielnica;2019-01-01;562
Moskorzew;2019-01-01;166
Moszczenica;2019-01-01;895
Niegowa;2019-01-01;508
Nowe Miasto nad Pilicą;2019-01-01;574
Nowosolna;2019-01-01;785
Odrzywół;2019-01-01;284
Ogrodzieniec;2019-01-01;945
Opoczno;2019-01-01;2567
Paradyż;2019-01-01;259
Pilica;2019-01-01;683
Piotrków Trybunalski;2019-01-01;7633
Poświętne;2019-01-01;187
Promna;2019-01-01;432
Przedbórz;2019-01-01;631
Przysucha;2019-01-01;982
Radoszyce;2019-01-01;647
Radzanów;2019-01-01;201
Ręczno;2019-01-01;216
Rokiciny;2019-01-01;484
Rozprza;2019-01-01;673
Ruda Maleniecka;2019-01-01;177
Rusinów;2019-01-01;278
Rzeczyca;2019-01-01;248
Sadkowice;2019-01-01;239
Secemin;2019-01-01;261
Sławno;2019-01-01;382
Słupia;2019-01-01;198
Słupia Konecka;2019-01-01;201
Smyków;2019-01-01;327
Stąporków;2019-01-01;1304
Stromiec;2019-01-01;360
Sulejów;2019-01-01;1482
Szczekociny;2019-01-01;716
Tomaszów Mazowiecki miasto;2019-01-01;5462
Tomaszów Mazowiecki wiejski;2019-01-01;1043
Tuszyn;2019-01-01;1614
Ujazd;2019-01-01;671
Warka;2019-01-01;1719
Wielgomłyny;2019-01-01;289
Włodowice;2019-01-01;472
Włoszczowa;2019-01-01;1586
Wola Krzysztoporska;2019-01-01;799
Wolbórz;2019-01-01;633
Wolbrom;2019-01-01;2576
Wyśmierzyce;2019-01-01;208
Zagnańsk;2019-01-01;1132
Zawiercie;2019-01-01;4965
Żarnowiec;2019-01-01;314
Żarnów;2019-01-01;334
Żytno;2019-01-01;253
Aleksandrów;2020-01-01;260
Andrespol;2020-01-01;1805
Belsk Duży;2020-01-01;532
Będków;2020-01-01;246
Białaczów;2020-01-01;263
Białobrzegi;2020-01-01;1335
Bliżyn;2020-01-01;637
Błędów;2020-01-01;579
Brójce;2020-01-01;751
Budziszewice;2020-01-01;205
Charsznica;2020-01-01;545
Czarnocin;2020-01-01;386
Czerniewice;2020-01-01;372
Drzewica;2020-01-01;649
Fałków;2020-01-01;233
Gielniów;2020-01-01;314
Głowaczów;2020-01-01;417
Gorzkowice;2020-01-01;521
Goszczyn;2020-01-01;205
Gowarczów;2020-01-01;367
Grabica;2020-01-01;540
Grabów nad Pilicą;2020-01-01;246
Inowłódz;2020-01-01;375
Irządze;2020-01-01;169
Kluczewsko;2020-01-01;435
Klwów;2020-01-01;181
Kobiele Wielkie;2020-01-01;389
Kodrąb;2020-01-01;331
Koluszki;2020-01-01;2277
Koniecpol;2020-01-01;730
Końskie;2020-01-01;3835
Kozłów;2020-01-01;289
Krasocin;2020-01-01;1109
Kroczyce;2020-01-01;477
Lelów;2020-01-01;341
Lubochnia;2020-01-01;581
Łęki Szlacheckie;2020-01-01;180
Łopuszno;2020-01-01;783
Magnuszew;2020-01-01;443
Masłowice;2020-01-01;233
Mniów;2020-01-01;641
Mniszków;2020-01-01;337
Mogielnica;2020-01-01;578
Moskorzew;2020-01-01;175
Moszczenica;2020-01-01;920
Niegowa;2020-01-01;533
Nowe Miasto nad Pilicą;2020-01-01;573
Nowosolna;2020-01-01;831
Odrzywół;2020-01-01;303
Ogrodzieniec;2020-01-01;963
Opoczno;2020-01-01;2647
Paradyż;2020-01-01;279
Pilica;2020-01-01;698
Piotrków Trybunalski;2020-01-01;7714
Poświętne;2020-01-01;195
Promna;2020-01-01;451
Przedbórz;2020-01-01;644
Przysucha;2020-01-01;998
Radoszyce;2020-01-01;670
Radzanów;2020-01-01;204
Ręczno;2020-01-01;225
Rokiciny;2020-01-01;485
Rozprza;2020-01-01;717
Ruda Maleniecka;2020-01-01;198
Rusinów;2020-01-01;295
Rzeczyca;2020-01-01;259
Sadkowice;2020-01-01;245
Secemin;2020-01-01;276
Sławno;2020-01-01;410
Słupia;2020-01-01;207
Słupia Konecka;2020-01-01;215
Smyków;2020-01-01;348
Stąporków;2020-01-01;1353
Stromiec;2020-01-01;376
Sulejów;2020-01-01;1547
Szczekociny;2020-01-01;735
Tomaszów Mazowiecki miasto;2020-01-01;5638
Tomaszów Mazowiecki wiejski;2020-01-01;1094
Tuszyn;2020-01-01;1659
Ujazd;2020-01-01;686
Warka;2020-01-01;1795
Wielgomłyny;2020-01-01;294
Włodowice;2020-01-01;487
Włoszczowa;2020-01-01;1653
Wola Krzysztoporska;2020-01-01;837
Wolbórz;2020-01-01;654
Wolbrom;2020-01-01;2641
Wyśmierzyce;2020-01-01;212
Zagnańsk;2020-01-01;1167
Zawiercie;2020-01-01;5061
Żarnowiec;2020-01-01;326
Żarnów;2020-01-01;346
Żytno;2020-01-01;268
Aleksandrów;2021-01-01;270
Andrespol;2021-01-01;1896
Belsk Duży;2021-01-01;552
Będków;2021-01-01;256
Białaczów;2021-01-01;279
Białobrzegi;2021-01-01;1360
Bliżyn;2021-01-01;669
Błędów;2021-01-01;611
Brójce;2021-01-01;765
Budziszewice;2021-01-01;204
Charsznica;2021-01-01;556
Czarnocin;2021-01-01;393
Czerniewice;2021-01-01;379
Drzewica;2021-01-01;683
Fałków;2021-01-01;236
Gielniów;2021-01-01;318
Głowaczów;2021-01-01;447
Gorzkowice;2021-01-01;549
Goszczyn;2021-01-01;205
Gowarczów;2021-01-01;380
Grabica;2021-01-01;567
Grabów nad Pilicą;2021-01-01;267
Inowłódz;2021-01-01;378
Irządze;2021-01-01;187
Kluczewsko;2021-01-01;456
Klwów;2021-01-01;187
Kobiele Wielkie;2021-01-01;404
Kodrąb;2021-01-01;346
Koluszki;2021-01-01;2329
Koniecpol;2021-01-01;752
Końskie;2021-01-01;3937
Kozłów;2021-01-01;308
Krasocin;2021-01-01;1148
Kroczyce;2021-01-01;505
Lelów;2021-01-01;355
Lubochnia;2021-01-01;593
Łęki Szlacheckie;2021-01-01;187
Łopuszno;2021-01-01;835
Magnuszew;2021-01-01;480
Masłowice;2021-01-01;246
Mniów;2021-01-01;721
Mniszków;2021-01-01;346
Mogielnica;2021-01-01;607
Moskorzew;2021-01-01;179
Moszczenica;2021-01-01;983
Niegowa;2021-01-01;554
Nowe Miasto nad Pilicą;2021-01-01;588
Nowosolna;2021-01-01;896
Odrzywół;2021-01-01;298
Ogrodzieniec;2021-01-01;978
Opoczno;2021-01-01;2700
Paradyż;2021-01-01;277
Pilica;2021-01-01;723
Piotrków Trybunalski;2021-01-01;7860
Poświętne;2021-01-01;195
Promna;2021-01-01;470
Przedbórz;2021-01-01;648
Przysucha;2021-01-01;1007
Radoszyce;2021-01-01;686
Radzanów;2021-01-01;210
Ręczno;2021-01-01;228
Rokiciny;2021-01-01;510
Rozprza;2021-01-01;755
Ruda Maleniecka;2021-01-01;204
Rusinów;2021-01-01;318
Rzeczyca;2021-01-01;276
Sadkowice;2021-01-01;254
Secemin;2021-01-01;291
Sławno;2021-01-01;432
Słupia;2021-01-01;214
Słupia Konecka;2021-01-01;224
Smyków;2021-01-01;360
Stąporków;2021-01-01;1400
Stromiec;2021-01-01;398
Sulejów;2021-01-01;1616
Szczekociny;2021-01-01;744
Tomaszów Mazowiecki miasto;2021-01-01;5753
Tomaszów Mazowiecki wiejski;2021-01-01;1147
Tuszyn;2021-01-01;1729
Ujazd;2021-01-01;705
Warka;2021-01-01;1889
Wielgomłyny;2021-01-01;317
Włodowice;2021-01-01;519
Włoszczowa;2021-01-01;1694
Wola Krzysztoporska;2021-01-01;883
Wolbórz;2021-01-01;686
Wolbrom;2021-01-01;2673
Wyśmierzyce;2021-01-01;218
Zagnańsk;2021-01-01;1238
Zawiercie;2021-01-01;5184
Żarnowiec;2021-01-01;334
Żarnów;2021-01-01;360
Żytno;2021-01-01;279
Aleksandrów;2022-01-01;284
Andrespol;2022-01-01;1979
Belsk Duży;2022-01-01;576
Będków;2022-01-01;278
Białaczów;2022-01-01;311
Białobrzegi;2022-01-01;1373
Bliżyn;2022-01-01;685
Błędów;2022-01-01;630
Brójce;2022-01-01;826
Budziszewice;2022-01-01;217
Charsznica;2022-01-01;573
Czarnocin;2022-01-01;398
Czerniewice;2022-01-01;409
Drzewica;2022-01-01;713
Fałków;2022-01-01;245
Gielniów;2022-01-01;328
Głowaczów;2022-01-01;450
Gorzkowice;2022-01-01;563
Goszczyn;2022-01-01;215
Gowarczów;2022-01-01;421
Grabica;2022-01-01;601
Grabów nad Pilicą;2022-01-01;289
Inowłódz;2022-01-01;386
Irządze;2022-01-01;200
Kluczewsko;2022-01-01;467
Klwów;2022-01-01;197
Kobiele Wielkie;2022-01-01;417
Kodrąb;2022-01-01;359
Koluszki;2022-01-01;2386
Koniecpol;2022-01-01;767
Końskie;2022-01-01;4062
Kozłów;2022-01-01;322
Krasocin;2022-01-01;1174
Kroczyce;2022-01-01;515
Lelów;2022-01-01;371
Lubochnia;2022-01-01;621
Łęki Szlacheckie;2022-01-01;194
Łopuszno;2022-01-01;873
Magnuszew;2022-01-01;503
Masłowice;2022-01-01;268
Mniów;2022-01-01;764
Mniszków;2022-01-01;367
Mogielnica;2022-01-01;629
Moskorzew;2022-01-01;188
Moszczenica;2022-01-01;1036
Niegowa;2022-01-01;582
Nowe Miasto nad Pilicą;2022-01-01;590
Nowosolna;2022-01-01;942
Odrzywół;2022-01-01;308
Ogrodzieniec;2022-01-01;1006
Opoczno;2022-01-01;2770
Paradyż;2022-01-01;305
Pilica;2022-01-01;731
Piotrków Trybunalski;2022-01-01;7897
Poświętne;2022-01-01;206
Promna;2022-01-01;494
Przedbórz;2022-01-01;669
Przysucha;2022-01-01;1037
Radoszyce;2022-01-01;697
Radzanów;2022-01-01;217
Ręczno;2022-01-01;228
Rokiciny;2022-01-01;538
Rozprza;2022-01-01;799
Ruda Maleniecka;2022-01-01;224
Rusinów;2022-01-01;321
Rzeczyca;2022-01-01;309
Sadkowice;2022-01-01;263
Secemin;2022-01-01;313
Sławno;2022-01-01;454
Słupia;2022-01-01;219
Słupia Konecka;2022-01-01;231
Smyków;2022-01-01;391
Stąporków;2022-01-01;1412
Stromiec;2022-01-01;403
Sulejów;2022-01-01;1701
Szczekociny;2022-01-01;751
Tomaszów Mazowiecki miasto;2022-01-01;5832
Tomaszów Mazowiecki wiejski;2022-01-01;1210
Tuszyn;2022-01-01;1799
Ujazd;2022-01-01;735
Warka;2022-01-01;1974
Wielgomłyny;2022-01-01;322
Włodowice;2022-01-01;539
Włoszczowa;2022-01-01;1756
Wola Krzysztoporska;2022-01-01;895
Wolbórz;2022-01-01;705
Wolbrom;2022-01-01;2739
Wyśmierzyce;2022-01-01;224
Zagnańsk;2022-01-01;1275
Zawiercie;2022-01-01;5223
Żarnowiec;2022-01-01;345
Żarnów;2022-01-01;391
Żytno;2022-01-01;282
